,job,marital,education,default,housing,loan,contact,poutcome,age_bin,result_from_ward
1554,blue-collar,divorced,professional.course,no,no,no,cellular,nonexistent,40-50,2
1555,student,single,high.school,no,yes,no,cellular,failure,20-30,0
1556,entrepreneur,married,basic.9y,no,no,yes,telephone,nonexistent,50-60,1
1557,admin.,divorced,high.school,no,yes,no,cellular,nonexistent,40-50,1
1558,technician,married,university.degree,unknown,no,no,telephone,nonexistent,50-60,0
1559,services,married,high.school,no,yes,yes,telephone,nonexistent,30-40,0
1560,entrepreneur,married,university.degree,no,yes,no,cellular,nonexistent,40-50,2
1561,management,single,basic.9y,no,no,no,telephone,nonexistent,30-40,1
1562,housemaid,married,basic.4y,unknown,yes,yes,telephone,nonexistent,30-40,1
1563,housemaid,single,high.school,no,yes,yes,cellular,nonexistent,20-30,1
1564,retired,married,basic.6y,no,no,no,cellular,nonexistent,60-70,1
1565,management,married,university.degree,no,yes,no,cellular,nonexistent,30-40,2
1566,management,married,unknown,no,yes,no,telephone,success,40-50,2
1567,services,married,professional.course,no,no,yes,cellular,nonexistent,30-40,0
1568,services,married,high.school,no,no,no,telephone,nonexistent,20-30,0
1569,blue-collar,married,basic.9y,unknown,yes,no,cellular,failure,30-40,1
1570,retired,married,high.school,unknown,yes,no,telephone,nonexistent,50-60,1
1571,technician,married,professional.course,unknown,yes,no,cellular,nonexistent,40-50,0
1572,unknown,married,university.degree,no,yes,no,cellular,nonexistent,50-60,0
1573,services,married,high.school,no,yes,no,cellular,nonexistent,40-50,1
1574,admin.,divorced,high.school,no,no,no,cellular,nonexistent,30-40,1
1575,technician,single,university.degree,no,yes,no,telephone,nonexistent,50-60,0
1576,admin.,divorced,basic.9y,no,yes,no,cellular,nonexistent,30-40,1
1577,technician,married,professional.course,unknown,no,no,telephone,nonexistent,30-40,0
1578,blue-collar,divorced,unknown,no,yes,yes,telephone,nonexistent,40-50,2
1579,blue-collar,single,basic.4y,unknown,yes,no,telephone,nonexistent,40-50,1
1580,admin.,married,university.degree,no,yes,no,telephone,nonexistent,30-40,2
1581,retired,married,university.degree,unknown,yes,no,cellular,nonexistent,50-60,2
1582,services,married,high.school,no,yes,no,cellular,nonexistent,30-40,0
1583,blue-collar,married,basic.9y,unknown,no,no,cellular,nonexistent,40-50,1
1584,technician,married,university.degree,unknown,no,no,cellular,nonexistent,40-50,0
1585,unemployed,married,high.school,no,yes,no,cellular,nonexistent,40-50,0
1586,management,married,university.degree,unknown,yes,yes,cellular,nonexistent,30-40,2
1587,services,married,high.school,no,no,no,cellular,failure,30-40,0
1588,admin.,single,university.degree,no,no,no,telephone,nonexistent,30-40,2
1589,admin.,married,high.school,no,no,no,telephone,nonexistent,30-40,1
1590,admin.,married,university.degree,no,no,no,cellular,nonexistent,30-40,2
1591,blue-collar,married,basic.9y,unknown,unknown,unknown,cellular,nonexistent,40-50,1
1592,blue-collar,single,basic.9y,no,no,yes,telephone,nonexistent,30-40,1
1593,admin.,married,university.degree,no,yes,no,telephone,nonexistent,30-40,2
1594,blue-collar,married,basic.4y,no,no,no,cellular,failure,50-60,1
1595,admin.,single,university.degree,no,yes,yes,cellular,nonexistent,20-30,2
1596,retired,married,high.school,no,unknown,unknown,cellular,failure,70-80,1
1597,admin.,married,high.school,no,yes,no,cellular,nonexistent,30-40,1
1598,technician,single,basic.9y,no,no,no,telephone,nonexistent,20-30,0
1599,management,married,university.degree,no,no,no,cellular,nonexistent,40-50,2
1600,services,married,high.school,no,no,no,cellular,nonexistent,40-50,0
1601,retired,married,basic.4y,unknown,yes,no,telephone,nonexistent,40-50,1
1602,admin.,married,university.degree,no,no,no,telephone,nonexistent,30-40,2
1603,services,single,basic.9y,unknown,yes,no,telephone,nonexistent,30-40,0
1604,management,married,university.degree,no,yes,no,cellular,nonexistent,30-40,2
1605,blue-collar,married,basic.9y,unknown,no,no,cellular,nonexistent,30-40,1
1606,blue-collar,divorced,high.school,no,no,no,telephone,nonexistent,40-50,1
1607,admin.,married,university.degree,no,no,no,cellular,nonexistent,30-40,2
1608,admin.,married,high.school,no,no,no,cellular,nonexistent,40-50,1
1609,technician,married,high.school,unknown,no,no,cellular,failure,40-50,0
1610,blue-collar,divorced,professional.course,no,no,no,telephone,nonexistent,50-60,2
1611,student,single,high.school,no,yes,no,cellular,nonexistent,20-30,0
1612,admin.,married,university.degree,no,yes,no,cellular,nonexistent,40-50,2
1613,retired,married,basic.6y,no,yes,no,cellular,nonexistent,60-70,1
1614,management,married,university.degree,no,yes,no,cellular,nonexistent,40-50,2
1615,technician,single,professional.course,no,yes,no,cellular,nonexistent,20-30,0
1616,admin.,single,university.degree,no,yes,yes,telephone,nonexistent,20-30,2
1617,management,divorced,professional.course,no,yes,no,cellular,nonexistent,50-60,2
1618,services,married,basic.4y,unknown,yes,no,cellular,nonexistent,40-50,1
1619,blue-collar,married,basic.4y,unknown,no,no,telephone,nonexistent,50-60,1
1620,blue-collar,married,unknown,unknown,no,no,telephone,nonexistent,40-50,2
1621,retired,married,high.school,no,no,no,cellular,success,60-70,1
1622,retired,divorced,professional.course,no,yes,no,cellular,nonexistent,40-50,0
1623,admin.,married,university.degree,no,no,no,cellular,nonexistent,30-40,2
1624,management,married,university.degree,unknown,no,no,cellular,nonexistent,40-50,2
1625,admin.,married,university.degree,no,yes,no,cellular,nonexistent,50-60,2
1626,services,married,high.school,no,no,no,cellular,failure,40-50,0
1627,blue-collar,married,basic.9y,unknown,no,no,telephone,nonexistent,40-50,1
1628,admin.,single,high.school,unknown,yes,no,telephone,nonexistent,30-40,1
1629,technician,married,professional.course,no,yes,no,telephone,nonexistent,20-30,0
1630,student,married,university.degree,no,no,no,telephone,nonexistent,20-30,0
1631,technician,single,professional.course,no,no,no,telephone,nonexistent,20-30,0
1632,retired,married,unknown,no,yes,no,cellular,nonexistent,60-70,2
1633,housemaid,married,basic.4y,no,no,no,cellular,nonexistent,40-50,1
1634,blue-collar,single,basic.9y,no,no,no,cellular,nonexistent,20-30,1
1635,technician,married,professional.course,no,yes,yes,cellular,nonexistent,40-50,0
1636,admin.,single,basic.9y,no,yes,no,telephone,failure,20-30,1
1637,blue-collar,single,unknown,no,no,yes,telephone,nonexistent,30-40,2
1638,services,married,high.school,no,unknown,unknown,cellular,nonexistent,20-30,0
1639,admin.,single,university.degree,no,no,yes,cellular,success,30-40,2
1640,technician,single,professional.course,no,yes,no,cellular,failure,30-40,0
1641,technician,divorced,professional.course,no,no,no,cellular,nonexistent,40-50,0
1642,entrepreneur,single,university.degree,unknown,no,yes,telephone,nonexistent,30-40,2
1643,technician,single,high.school,no,no,no,cellular,nonexistent,30-40,0
1644,admin.,married,university.degree,no,yes,no,telephone,nonexistent,40-50,2
1645,services,single,high.school,no,no,no,cellular,failure,30-40,0
1646,admin.,married,university.degree,no,no,no,cellular,nonexistent,40-50,2
1647,technician,single,professional.course,no,yes,yes,cellular,nonexistent,30-40,0
1648,admin.,single,high.school,no,yes,no,cellular,failure,20-30,1
1649,management,single,university.degree,no,no,no,cellular,failure,20-30,2
1650,admin.,single,university.degree,no,yes,yes,cellular,failure,20-30,2
1651,blue-collar,divorced,basic.9y,no,no,no,cellular,nonexistent,30-40,1
1652,admin.,single,high.school,no,yes,no,cellular,nonexistent,20-30,1
1653,entrepreneur,single,university.degree,no,no,yes,cellular,nonexistent,40-50,2
1654,retired,divorced,basic.4y,no,no,no,cellular,nonexistent,70-80,1
1655,admin.,single,university.degree,no,no,no,cellular,nonexistent,20-30,2
1656,admin.,married,university.degree,unknown,no,no,telephone,nonexistent,40-50,2
1657,blue-collar,single,basic.6y,unknown,yes,no,telephone,nonexistent,30-40,1
1658,technician,single,university.degree,no,yes,no,cellular,nonexistent,30-40,0
1659,services,single,high.school,no,yes,no,cellular,nonexistent,20-30,0
1660,admin.,single,basic.9y,unknown,yes,yes,telephone,nonexistent,30-40,1
1661,admin.,married,basic.4y,no,no,no,cellular,nonexistent,50-60,1
1662,unknown,married,basic.4y,no,yes,yes,cellular,nonexistent,60-70,0
1663,management,divorced,university.degree,no,yes,no,cellular,failure,50-60,2
1664,admin.,single,high.school,no,no,no,telephone,nonexistent,20-30,1
1665,blue-collar,single,high.school,no,no,no,telephone,nonexistent,20-30,1
1666,services,divorced,high.school,no,no,yes,cellular,nonexistent,30-40,0
1667,admin.,single,university.degree,no,yes,no,cellular,failure,30-40,2
1668,admin.,married,basic.6y,no,no,no,cellular,nonexistent,30-40,1
1669,admin.,single,university.degree,no,no,no,cellular,nonexistent,20-30,2
1670,blue-collar,married,high.school,no,yes,no,cellular,failure,30-40,1
1671,admin.,single,high.school,no,no,no,cellular,success,30-40,1
1672,blue-collar,married,basic.4y,unknown,yes,no,telephone,nonexistent,50-60,1
1673,retired,married,university.degree,unknown,no,no,cellular,nonexistent,50-60,2
1674,management,married,university.degree,no,no,no,cellular,nonexistent,50-60,2
1675,housemaid,divorced,basic.4y,no,yes,no,cellular,success,80-90,1
1676,admin.,single,university.degree,no,yes,no,cellular,nonexistent,40-50,2
1677,retired,married,basic.4y,no,no,no,cellular,nonexistent,80-90,1
1678,technician,married,basic.9y,no,no,no,telephone,nonexistent,50-60,0
1679,blue-collar,divorced,basic.9y,no,unknown,unknown,telephone,nonexistent,40-50,1
1680,admin.,single,university.degree,no,yes,yes,cellular,nonexistent,30-40,2
1681,unknown,single,university.degree,no,no,no,cellular,nonexistent,40-50,0
1682,entrepreneur,married,university.degree,no,yes,yes,cellular,nonexistent,30-40,2
1683,technician,married,university.degree,no,yes,no,cellular,nonexistent,30-40,0
1684,services,single,university.degree,no,yes,no,telephone,nonexistent,20-30,0
1685,unemployed,married,university.degree,no,no,no,cellular,nonexistent,20-30,0
1686,retired,married,basic.9y,no,no,no,cellular,nonexistent,50-60,1
1687,unemployed,married,basic.9y,no,no,no,telephone,nonexistent,30-40,0
1688,admin.,married,university.degree,no,yes,no,cellular,nonexistent,30-40,2
1689,services,married,high.school,no,no,no,cellular,nonexistent,40-50,0
1690,blue-collar,married,basic.4y,no,yes,no,cellular,nonexistent,60-70,1
1691,admin.,single,university.degree,no,no,no,cellular,failure,30-40,2
1692,self-employed,single,university.degree,no,no,no,cellular,nonexistent,20-30,0
1693,entrepreneur,married,university.degree,unknown,no,no,telephone,nonexistent,50-60,2
1694,blue-collar,unknown,basic.4y,no,unknown,unknown,cellular,nonexistent,50-60,1
1695,self-employed,married,high.school,no,yes,no,cellular,nonexistent,50-60,1
1696,admin.,single,high.school,no,yes,no,cellular,nonexistent,40-50,1
1697,blue-collar,single,basic.9y,no,yes,no,cellular,nonexistent,40-50,1
1698,admin.,divorced,high.school,no,yes,no,telephone,failure,50-60,1
1699,management,single,university.degree,no,no,no,cellular,nonexistent,40-50,2
1700,technician,married,professional.course,no,yes,no,cellular,nonexistent,30-40,0
1701,services,married,basic.4y,no,yes,yes,cellular,nonexistent,40-50,1
1702,blue-collar,married,basic.9y,unknown,no,no,cellular,nonexistent,20-30,1
1703,services,married,basic.9y,no,yes,no,telephone,nonexistent,20-30,0
1704,blue-collar,married,basic.9y,no,no,yes,cellular,nonexistent,40-50,1
1705,services,married,basic.9y,unknown,no,no,telephone,nonexistent,50-60,1
1706,admin.,married,university.degree,no,no,no,cellular,nonexistent,40-50,2
1707,unemployed,married,high.school,no,no,no,telephone,nonexistent,20-30,0
1708,technician,married,university.degree,no,no,no,telephone,nonexistent,30-40,0
1709,technician,married,university.degree,no,unknown,unknown,cellular,nonexistent,30-40,0
1710,services,married,high.school,unknown,yes,yes,telephone,nonexistent,50-60,0
1711,retired,married,professional.course,no,no,no,telephone,failure,50-60,2
1712,technician,married,professional.course,no,yes,no,telephone,nonexistent,30-40,0
1713,admin.,married,high.school,no,yes,no,cellular,nonexistent,30-40,1
1714,management,single,university.degree,no,yes,no,cellular,nonexistent,20-30,2
1715,technician,single,professional.course,no,no,no,cellular,failure,30-40,0
1716,services,single,high.school,unknown,yes,no,cellular,nonexistent,30-40,0
1717,entrepreneur,divorced,professional.course,unknown,unknown,unknown,cellular,nonexistent,30-40,2
1718,admin.,single,university.degree,no,no,no,telephone,nonexistent,30-40,2
1719,blue-collar,married,basic.9y,unknown,yes,no,telephone,nonexistent,50-60,1
1720,services,married,basic.6y,unknown,yes,no,cellular,nonexistent,40-50,1
1721,housemaid,married,basic.4y,no,no,no,cellular,nonexistent,40-50,1
1722,admin.,single,high.school,no,yes,no,telephone,nonexistent,30-40,1
1723,technician,married,professional.course,no,no,no,telephone,nonexistent,30-40,0
1724,blue-collar,married,basic.9y,no,yes,no,cellular,failure,30-40,1
1725,admin.,single,high.school,no,yes,no,telephone,nonexistent,20-30,1
1726,blue-collar,married,basic.4y,unknown,no,no,telephone,nonexistent,40-50,1
1727,admin.,single,high.school,no,no,no,telephone,nonexistent,20-30,1
1728,technician,divorced,high.school,no,yes,no,cellular,nonexistent,40-50,0
1729,self-employed,single,university.degree,no,yes,no,cellular,nonexistent,30-40,0
1730,blue-collar,married,basic.4y,unknown,no,no,telephone,nonexistent,30-40,1
1731,management,single,university.degree,no,yes,no,cellular,nonexistent,40-50,2
1732,technician,married,university.degree,no,no,no,telephone,nonexistent,20-30,0
1733,management,divorced,high.school,no,yes,no,cellular,failure,50-60,1
1734,technician,single,professional.course,no,yes,no,cellular,nonexistent,20-30,0
1735,technician,divorced,basic.9y,no,yes,no,telephone,nonexistent,20-30,0
1736,admin.,single,high.school,no,yes,yes,cellular,nonexistent,30-40,1
1737,blue-collar,married,basic.6y,unknown,no,no,telephone,nonexistent,30-40,1
1738,technician,married,professional.course,no,no,yes,cellular,nonexistent,40-50,0
1739,technician,married,professional.course,unknown,no,no,telephone,nonexistent,30-40,0
1740,technician,single,professional.course,no,no,no,telephone,nonexistent,40-50,0
1741,blue-collar,single,basic.4y,no,no,no,telephone,nonexistent,40-50,1
1742,housemaid,married,basic.9y,no,no,no,cellular,nonexistent,50-60,1
1743,admin.,single,university.degree,no,yes,no,telephone,failure,30-40,2
1744,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,nonexistent,50-60,1
1745,blue-collar,single,professional.course,no,no,no,cellular,nonexistent,30-40,2
1746,self-employed,single,university.degree,no,yes,no,cellular,nonexistent,30-40,0
1747,technician,married,professional.course,no,yes,no,cellular,nonexistent,50-60,0
1748,blue-collar,married,basic.4y,no,no,no,telephone,nonexistent,30-40,1
1749,admin.,married,university.degree,no,no,no,cellular,nonexistent,40-50,2
1750,technician,married,professional.course,no,no,no,cellular,nonexistent,30-40,0
1751,admin.,single,university.degree,no,yes,no,cellular,nonexistent,20-30,2
1752,admin.,single,university.degree,no,yes,no,telephone,nonexistent,30-40,2
1753,blue-collar,married,basic.9y,unknown,no,no,telephone,nonexistent,40-50,1
1754,blue-collar,divorced,basic.6y,no,no,no,cellular,nonexistent,30-40,1
1755,management,divorced,university.degree,no,yes,no,cellular,nonexistent,30-40,2
1756,technician,married,university.degree,no,no,no,cellular,nonexistent,40-50,0
1757,blue-collar,married,basic.4y,no,no,no,telephone,failure,30-40,1
1758,technician,single,professional.course,no,yes,no,cellular,nonexistent,20-30,0
1759,admin.,married,high.school,no,no,no,cellular,nonexistent,30-40,1
1760,management,married,high.school,no,yes,yes,telephone,nonexistent,30-40,1
1761,technician,married,basic.9y,no,yes,no,telephone,nonexistent,20-30,0
1762,technician,divorced,professional.course,no,no,no,cellular,nonexistent,40-50,0
1763,self-employed,single,high.school,no,yes,no,cellular,failure,30-40,0
1764,technician,single,university.degree,no,yes,no,cellular,nonexistent,30-40,0
1765,blue-collar,married,basic.4y,no,yes,no,cellular,nonexistent,30-40,1
1766,services,married,professional.course,no,yes,no,cellular,failure,40-50,0
